epoch,accuracy,dice_score,loss,val_accuracy,val_dice_score,val_loss
0,0.9403570890426636,0.31375622749328613,0.6890172958374023,0.9576671719551086,0.4497930109500885,0.5520896315574646
1,0.962851345539093,0.550976574420929,0.4507778286933899,0.9696570634841919,0.6231328248977661,0.37825721502304077
2,0.9692972898483276,0.6557894349098206,0.3457135260105133,0.9634140729904175,0.6597445607185364,0.3421213626861572
3,0.9707168936729431,0.6931779980659485,0.3083527386188507,0.9726831316947937,0.7135539054870605,0.2878434658050537
4,0.9722602963447571,0.7147703766822815,0.2867547869682312,0.9712218642234802,0.7234567403793335,0.27813416719436646
5,0.9734916090965271,0.7348055839538574,0.26671701669692993,0.9752950668334961,0.7461339235305786,0.255321741104126
6,0.9744375348091125,0.7449016571044922,0.25663119554519653,0.9750323295593262,0.7507936358451843,0.25070035457611084
7,0.9750188589096069,0.7568662762641907,0.24468420445919037,0.9745035171508789,0.7560365200042725,0.2455887645483017
8,0.9751553535461426,0.7615387439727783,0.2400810569524765,0.9744563102722168,0.7558488249778748,0.24593354761600494
9,0.9757671356201172,0.7717482447624207,0.22989463806152344,0.9770211577415466,0.7739939093589783,0.22754815220832825
10,0.9767951369285583,0.7762938141822815,0.22529712319374084,0.9761532545089722,0.7674910426139832,0.23415835201740265
11,0.9766412973403931,0.7735686302185059,0.22807398438453674,0.9776238203048706,0.7771477699279785,0.22444309294223785
12,0.9773914813995361,0.7830960154533386,0.21852295100688934,0.977660059928894,0.7794773578643799,0.22208736836910248
13,0.9785478711128235,0.7897644639015198,0.21178996562957764,0.9792605638504028,0.7819720506668091,0.21953371167182922
14,0.9786459803581238,0.7920554280281067,0.20951488614082336,0.9748159646987915,0.7704848647117615,0.23144276440143585
15,0.9792677760124207,0.8002164959907532,0.20131614804267883,0.9788716435432434,0.7788850665092468,0.2227240800857544
16,0.979977548122406,0.8028069138526917,0.1986980438232422,0.9797826409339905,0.7969987988471985,0.20451423525810242
17,0.9800072312355042,0.8043718934059143,0.19714519381523132,0.980126678943634,0.7935420870780945,0.2079518437385559
18,0.9806716442108154,0.8095199465751648,0.19196341931819916,0.9798789620399475,0.7934913039207458,0.2081311196088791
19,0.9808581471443176,0.8118396997451782,0.18964062631130219,0.9804548621177673,0.7921043634414673,0.2094169706106186
20,0.9814611673355103,0.8157168626785278,0.18572364747524261,0.9808281064033508,0.7992730736732483,0.20225144922733307
21,0.9816263318061829,0.8202843070030212,0.18115635216236115,0.9811569452285767,0.7977561354637146,0.203732430934906
22,0.9822645783424377,0.8256828188896179,0.175715833902359,0.9792646765708923,0.7920374274253845,0.2096874713897705
23,0.9824976325035095,0.8270445466041565,0.17433413863182068,0.9812449216842651,0.8108540177345276,0.1906302571296692
24,0.9827002882957458,0.8301632404327393,0.1712108701467514,0.9807603359222412,0.7963557243347168,0.20522171258926392
25,0.9828395247459412,0.8320016264915466,0.1693669557571411,0.9819366335868835,0.8073814511299133,0.19416764378547668
26,0.9824678897857666,0.82752925157547,0.17387917637825012,0.9818452000617981,0.8078007698059082,0.19376111030578613
27,0.983985960483551,0.8421435952186584,0.15914537012577057,0.981223464012146,0.8110977411270142,0.19051939249038696
28,0.9844067096710205,0.8468648195266724,0.15438762307167053,0.9825132489204407,0.8093138337135315,0.19222722947597504
29,0.9845064878463745,0.8472264409065247,0.15403033792972565,0.9812843203544617,0.809691309928894,0.19191938638687134
30,0.9849094152450562,0.8513771891593933,0.14984916150569916,0.9823698401451111,0.8145735263824463,0.18700510263442993
31,0.9853811860084534,0.856219470500946,0.1449565291404724,0.9827335476875305,0.8184504508972168,0.18303993344306946
32,0.9854292869567871,0.8570161461830139,0.14416958391666412,0.9827244281768799,0.811701238155365,0.18987290561199188
33,0.9862024188041687,0.8639616370201111,0.13716331124305725,0.9831437468528748,0.8191894292831421,0.18233971297740936
34,0.9860922694206238,0.8644741773605347,0.1366671919822693,0.9829400181770325,0.8240458369255066,0.1775355190038681
35,0.9857016205787659,0.8605080842971802,0.1406707912683487,0.9831458330154419,0.8238694667816162,0.17763188481330872
36,0.9870627522468567,0.8736965656280518,0.12736324965953827,0.9831629991531372,0.8262469172477722,0.17533831298351288
37,0.9873744249343872,0.8763903379440308,0.1246480718255043,0.9829872846603394,0.8193715214729309,0.18220801651477814
38,0.9876536130905151,0.8801009654998779,0.12092138826847076,0.9835146069526672,0.8241738677024841,0.1773558109998703
39,0.9877681732177734,0.881500780582428,0.11951145529747009,0.982127845287323,0.8208168148994446,0.18084490299224854
40,0.9880297780036926,0.8842213749885559,0.11677248030900955,0.9836772680282593,0.8256222605705261,0.17593808472156525
41,0.9884629249572754,0.8879375457763672,0.1130213662981987,0.9836077094078064,0.8300669193267822,0.1715390384197235
42,0.988455593585968,0.8883666396141052,0.11260602623224258,0.9838693141937256,0.8336456418037415,0.167978897690773
43,0.9888917803764343,0.8925297856330872,0.10840856283903122,0.9841047525405884,0.8291020393371582,0.17246468365192413
44,0.989208996295929,0.8956863284111023,0.10521554201841354,0.9844871759414673,0.833498477935791,0.16809794306755066
45,0.9894604086875916,0.8980646133422852,0.10281848162412643,0.9843754768371582,0.8345164656639099,0.16712820529937744
46,0.9896723628044128,0.8998009562492371,0.10106603056192398,0.9838613867759705,0.8312636017799377,0.1703740656375885
47,0.9900485277175903,0.9038938283920288,0.09694266319274902,0.9837333559989929,0.8286948800086975,0.17306062579154968
48,0.9901488423347473,0.9051804542541504,0.09565824270248413,0.9834192395210266,0.8304568529129028,0.171127051115036
49,0.9899188280105591,0.9019178152084351,0.0989517867565155,0.9843754768371582,0.8327343463897705,0.16890516877174377
