epoch, accuracy          , dice_score        , loss               , val_accuracy      , val_dice_score    , val_loss
    0, 0.9681684970855713, 0.4147115647792816, 0.6000690460205078 , 0.9813761115074158, 0.580920934677124 , 0.4281395971775055
    1, 0.9798716902732849, 0.6467005014419556, 0.3639329969882965 , 0.9830039739608765, 0.7677018642425537, 0.24103721976280212
    2, 0.9820290803909302, 0.7461751699447632, 0.2642310559749603 , 0.9836076498031616, 0.8003067970275879, 0.2086959034204483
    3, 0.9833421111106873, 0.7743042707443237, 0.23536215722560883, 0.984557032585144 , 0.8101706504821777, 0.19862395524978638
    4, 0.9841446876525879, 0.7818873524665833, 0.22746798396110535, 0.9828621745109558, 0.8074495792388916, 0.20173077285289764
    5, 0.984834611415863 , 0.7875887751579285, 0.2214273065328598 , 0.9838641285896301, 0.8169172406196594, 0.19220329821109772
    6, 0.9853450059890747, 0.796062707901001 , 0.2126844972372055 , 0.9852859377861023, 0.8189653158187866, 0.18955543637275696
    7, 0.9857338666915894, 0.800872266292572 , 0.2075410783290863 , 0.985307514667511 , 0.8245659470558167, 0.18407458066940308
    8, 0.9857479333877563, 0.807979941368103 , 0.20014216005802155, 0.984580397605896 , 0.8097417950630188, 0.1998959481716156
    9, 0.9863407611846924, 0.820449948310852 , 0.18723757565021515, 0.9858241081237793, 0.8299108743667603, 0.1779438853263855
   10, 0.9872075319290161, 0.8329553604125977, 0.1741022765636444 , 0.9856675863265991, 0.8249392509460449, 0.18383310735225677
   11, 0.9874125123023987, 0.8363555073738098, 0.17056258022785187, 0.9863656759262085, 0.8323467373847961, 0.17570754885673523
   12, 0.987709105014801 , 0.8397712111473083, 0.1669595092535019 , 0.9857633709907532, 0.8183422684669495, 0.19085615873336792
   13, 0.9879215955734253, 0.8430208563804626, 0.1636306494474411 , 0.9866581559181213, 0.8311623334884644, 0.17676624655723572
   14, 0.9881434440612793, 0.8454543948173523, 0.1610221564769745 , 0.9861120581626892, 0.840290367603302 , 0.16736671328544617
   15, 0.9883002638816833, 0.8479241728782654, 0.15844903886318207, 0.9870063662528992, 0.8358860015869141, 0.17176330089569092
   16, 0.9886636734008789, 0.8505882620811462, 0.15556775033473969, 0.986315906047821 , 0.8324530124664307, 0.175661101937294
   17, 0.9890405535697937, 0.855972945690155 , 0.1499970257282257 , 0.9857011437416077, 0.8251957893371582, 0.18393634259700775
   18, 0.989043653011322 , 0.8572814464569092, 0.1486728936433792 , 0.9863311648368835, 0.8371565341949463, 0.17067889869213104
   19, 0.9891591668128967, 0.8592663407325745, 0.14661312103271484, 0.9866418242454529, 0.8329633474349976, 0.17543815076351166
   20, 0.9899817109107971, 0.8678478598594666, 0.13753707706928253, 0.9869022965431213, 0.8387892246246338, 0.16937370598316193
   21, 0.9900637269020081, 0.869508683681488 , 0.1358264833688736 , 0.987060010433197 , 0.8398919701576233, 0.1681850552558899
   22, 0.9903968572616577, 0.872588574886322 , 0.13255542516708374, 0.9871346354484558, 0.8431521058082581, 0.16477681696414948
   23, 0.9903868436813354, 0.8730552792549133, 0.13211725652217865, 0.9871647357940674, 0.8440592885017395, 0.1638612598180771
   24, 0.9903883934020996, 0.8724398016929626, 0.13276396691799164, 0.9867604970932007, 0.839455246925354 , 0.1685943752527237
   25, 0.9904640316963196, 0.8741835951805115, 0.13093817234039307, 0.9868890643119812, 0.8431431651115417, 0.16476619243621826
